"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"ヤマトホールディングス"	"9064"	"東１"	"▲"	"2,412.5"	"15:00"	"-34.0"	"-1.39%"	"2,043,900"
"山九"	"9065"	"東１"	"▲"	"5,320.0"	"15:00"	"-40.0"	"-0.75%"	"129,000"
"日新"	"9066"	"東１"	"▼"	"1,907.0"	"15:00"	"-32.0"	"-1.65%"	"10,300"
"丸運"	"9067"	"東１"	"▼"	"285.0"	"15:00"	"0.0"	"0.00%"	"16,300"
"丸全昭和運輸"	"9068"	"東１"	"▼"	"2,939.0"	"15:00"	"-19.0"	"-0.64%"	"15,000"
"センコーグループＨＬＤＧＳ"	"9069"	"東１"	"▼"	"892.0"	"15:00"	"-9.0"	"-1.00%"	"190,100"
"トナミホールディングス"	"9070"	"東１"	"▼"	"6,090.0"	"15:00"	"+60.0"	"+1.00%"	"4,900"
"ニッコンホールディングス"	"9072"	"東１"	"▲"	"2,617.0"	"15:00"	"-71.0"	"-2.64%"	"128,600"
"京極運輸"	"9073"	"ＪＱ"	""	"434.0"	"  :  "	"0.0"	"0.00%"	"0"
"日石輸送"	"9074"	"東１"	"▼"	"2,860.0"	"15:00"	"+3.0"	"+0.11%"	"2,000"
"福山通運"	"9075"	"東１"	"▼"	"4,270.0"	"15:00"	"-70.0"	"-1.61%"	"28,000"
"セイノーホールディングス"	"9076"	"東１"	"▼"	"1,509.0"	"15:00"	"-27.0"	"-1.76%"	"604,500"
"エスライン"	"9078"	"東１"	"▼"	"1,024.0"	"15:00"	"-1.0"	"-0.10%"	"5,200"
"神奈川中央交通"	"9081"	"東１"	"▲"	"3,830.0"	"15:00"	"+5.0"	"+0.13%"	"4,000"
"大和自動車"	"9082"	"東２"	"▼"	"1,087.0"	"15:00"	"+1.0"	"+0.09%"	"3,700"
"神姫バス"	"9083"	"東２"	"▼"	"3,525.0"	"14:40"	"+30.0"	"+0.86%"	"1,600"
"日立物流"	"9086"	"東１"	"▼"	"3,080.0"	"15:00"	"-125.0"	"-3.90%"	"459,600"
"タカセ"	"9087"	"ＪＱ"	"▲"	"1,920.0"	"14:58"	"0.0"	"0.00%"	"600"
"丸和運輸機関"	"9090"	"東１"	"▼"	"3,915.0"	"15:00"	"-10.0"	"-0.25%"	"32,300"
"Ｃ＆Ｆロジホールディングス"	"9099"	"東１"	"▲"	"1,246.0"	"15:00"	"-38.0"	"-2.96%"	"20,300"
"日本郵船"	"9101"	"東１"	"▼"	"1,896.0"	"15:00"	"+9.0"	"+0.48%"	"3,444,400"
"商船三井"	"9104"	"東１"	"▲"	"2,820.0"	"15:00"	"+31.0"	"+1.11%"	"1,518,600"
"川崎汽船"	"9107"	"東１"	"▼"	"1,610.0"	"15:00"	"+78.0"	"+5.09%"	"2,608,100"
"ＮＳユナイテッド海運"	"9110"	"東１"	"▼"	"2,432.0"	"15:00"	"-98.0"	"-3.87%"	"54,300"
"明治海運"	"9115"	"東１"	"▼"	"342.0"	"15:00"	"-1.0"	"-0.29%"	"10,500"
"飯野海運"	"9119"	"東１"	"▲"	"387.0"	"15:00"	"-13.0"	"-3.25%"	"223,500"
"玉井商船"	"9127"	"東２"	"▼"	"957.0"	"15:00"	"+13.0"	"+1.38%"	"4,500"
"共栄タンカー"	"9130"	"東１"	"▲"	"1,487.0"	"15:00"	"-23.0"	"-1.52%"	"9,100"
"九州旅客鉄道"	"9142"	"東１"	"▲"	"3,620.0"	"15:00"	"-25.0"	"-0.69%"	"588,400"
"ＳＧホールディングス"	"9143"	"東１"	"▲"	"2,975.0"	"15:00"	"-120.0"	"-3.88%"	"1,484,300"
"栗林商船"	"9171"	"東２"	"▼"	"422.0"	"14:59"	"-3.0"	"-0.71%"	"2,100"
"東海汽船"	"9173"	"東２"	"▼"	"2,405.0"	"15:00"	"0.0"	"0.00%"	"500"
"佐渡汽船"	"9176"	"ＪＱ"	"▲"	"251.0"	"15:00"	"+2.0"	"+0.80%"	"4,600"
"川崎近海汽船"	"9179"	"東２"	"▼"	"3,080.0"	"15:00"	"-100.0"	"-3.14%"	"2,400"
"東京汽船"	"9193"	"東２"	"▼"	"767.0"	"12:32"	"-1.0"	"-0.13%"	"1,100"
"日本航空"	"9201"	"東１"	"▼"	"3,729.0"	"15:00"	"+4.0"	"+0.11%"	"1,791,500"
"ＡＮＡホールディングス"	"9202"	"東１"	"▼"	"3,888.0"	"15:00"	"-50.0"	"-1.27%"	"1,846,700"
"スターフライヤー"	"9206"	"東２"	"▲"	"3,540.0"	"13:58"	"0.0"	"0.00%"	"900"
"パスコ"	"9232"	"東１"	"▼"	"990.0"	"15:00"	"+2.0"	"+0.20%"	"27,800"
"アジア航測"	"9233"	"東２"	"▲"	"782.0"	"15:00"	"0.0"	"0.00%"	"5,800"
"西本ＷＩＳＭＥＴＴＡＣＨＤ"	"9260"	"東１"	"▼"	"4,010.0"	"15:00"	"-25.0"	"-0.62%"	"4,600"
"クボデラ"	"9261"	"東マ"	""	"60.0"	"  :  "	"0.0"	"0.00%"	"0"
"シルバーライフ"	"9262"	"東マ"	"▲"	"3,975.0"	"15:00"	"+75.0"	"+1.92%"	"21,800"
"ビジョナリーＨＬＤＧＳ"	"9263"	"ＪＱ"	"▼"	"65.0"	"15:00"	"0.0"	"0.00%"	"1,328,000"
"ポエック"	"9264"	"ＪＱ"	"▲"	"2,880.0"	"15:00"	"-12.0"	"-0.41%"	"3,600"
"ヤマシタヘルスケアＨＬＤＧＳ"	"9265"	"東１"	"▼"	"1,250.0"	"15:00"	"-4.0"	"-0.32%"	"3,000"
"一家ダイニングプロジ"	"9266"	"東マ"	"▲"	"1,450.0"	"15:00"	"-1.0"	"-0.07%"	"8,000"
"ＧＥＮＫＹＤＲＵＧＳＴＯＲＥＳ"	"9267"	"東１"	"▼"	"2,606.0"	"15:00"	"-10.0"	"-0.38%"	"44,100"
"オプティマスグループ"	"9268"	"東２"	"▲"	"1,269.0"	"15:00"	"+3.0"	"+0.24%"	"3,100"
"ＳＯＵ"	"9270"	"東マ"	"▲"	"4,515.0"	"15:00"	"-390.0"	"-7.95%"	"98,600"
"和心"	"9271"	"東マ"	"▼"	"1,542.0"	"14:58"	"-27.0"	"-1.72%"	"3,800"
"ブティックス"	"9272"	"東マ"	"▲"	"3,230.0"	"14:59"	"+25.0"	"+0.78%"	"3,400"
"コーア商事ＨＬＤＧＳ"	"9273"	"東２"	"▲"	"766.0"	"14:59"	"-7.0"	"-0.91%"	"7,500"
"国際紙パルプ商事"	"9274"	"東１"	"▼"	"297.0"	"15:00"	"+1.0"	"+0.34%"	"108,600"
"ナルミヤ・インターナショナル"	"9275"	"東２"	"▼"	"1,140.0"	"15:00"	"-25.0"	"-2.15%"	"16,100"
"アザース"	"9276"	"東マ"	""	"340.0"	"  :  "	"0.0"	"0.00%"	"0"
"総合メディカルＨＤ"	"9277"	"東１"	"▼"	"2,065.0"	"15:00"	"+86.0"	"+4.35%"	"79,800"
"ブックオフＧＨＤ"	"9278"	"東１"	"▼"	"855.0"	"15:00"	"+7.0"	"+0.83%"	"55,800"
"ギフト"	"9279"	"東マ"	"▲"	"3,920.0"	"15:00"	"+105.0"	"+2.75%"	"31,400"
"タカラレーベン・インフラ投"	"9281"	"東１"	"▲"	"116,700.0"	"15:00"	"+300.0"	"+0.26%"	"522"
"いちごグリーンインフラ"	"9282"	"東１"	"▲"	"63,900.0"	"15:00"	"+400.0"	"+0.63%"	"34"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
